TIME;ecu.rpm;ecu.clt;c_clt2;c_clt3;c_clt4;c_oilT2;ecu.oilTemp;c_przeplyw_prawy;c_przeplyw_wymiennik
264.280;0;76.000;50;58;58;73;82.000;5;148
264.320;0;76.000;50;58;58;73;82.000;5;148
264.360;0;76.000;50;58;58;73;82.000;5;148
264.400;0;76.000;50;58;58;73;82.000;5;148
264.440;0;76.000;50;58;58;73;82.000;5;148
264.480;0;76.000;50;58;58;73;82.000;5;148
264.520;0;76.000;50;58;58;73;82.000;5;148
264.560;0;76.000;50;58;58;73;82.000;5;148
264.600;0;76.000;50;58;58;73;82.000;5;148
264.640;0;76.000;50;58;58;73;82.000;5;148
264.680;0;76.000;50;58;58;73;82.000;5;148
264.720;0;76.000;50;58;58;73;82.000;5;148
264.760;0;76.000;50;58;58;73;82.000;5;148
264.800;0;76.000;50;58;58;73;82.000;5;148
264.840;0;76.000;50;58;58;73;82.000;5;148
264.880;0;76.000;50;58;58;73;82.000;5;148
264.920;0;76.000;50;58;58;73;82.000;5;148
264.960;0;76.000;50;58;58;73;82.000;5;148
265.000;0;76.000;50;58;58;73;82.000;5;148
265.040;0;76.000;50;58;58;73;82.000;5;148
265.080;0;76.000;50;58;58;73;82.000;5;148
265.120;0;76.000;50;58;58;73;82.000;5;148
265.160;0;76.000;50;58;58;73;82.000;5;148
265.200;0;76.000;50;58;58;73;82.000;5;148
265.240;0;76.000;49;54;54;67;82.000;5;0
265.280;0;76.000;49;54;54;67;82.000;5;0
265.320;0;76.000;49;54;54;67;82.000;5;0
265.360;191;76.000;49;54;54;67;82.000;5;0
265.400;191;76.000;49;54;54;67;82.000;5;0
265.440;191;76.000;49;55;55;69;82.000;5;0
265.480;191;76.000;49;55;55;69;82.000;5;0
265.520;191;76.000;49;55;55;69;82.000;5;0
265.560;353;76.000;49;55;55;69;82.000;5;0
265.600;353;76.000;49;55;55;69;82.000;5;0
265.640;353;76.000;49;55;55;68;82.000;5;0
265.680;353;76.000;49;55;55;68;82.000;5;0
265.720;334;76.000;49;55;55;68;82.000;5;0
265.760;334;76.000;49;55;55;68;82.000;5;0
265.800;334;76.000;49;55;55;68;82.000;5;0
265.840;334;76.000;49;55;55;69;82.000;5;0
265.880;334;76.000;49;55;55;69;82.000;5;0
265.920;345;76.000;49;56;56;70;82.000;5;0
265.960;345;76.000;49;56;56;70;82.000;5;0
266.000;345;76.000;49;56;56;70;82.000;5;0
266.040;345;76.000;49;56;56;69;82.000;5;0
266.080;340;76.000;49;56;56;69;82.000;5;0
266.120;340;76.000;49;56;56;70;82.000;5;0
266.160;340;76.000;49;56;56;70;82.000;5;0
266.200;444;76.000;49;56;56;70;82.000;5;0
266.240;444;76.000;49;56;56;70;82.000;5;30
266.280;1011;76.000;49;56;56;70;82.000;5;30
266.320;1188;76.000;49;57;57;71;82.000;5;30
266.360;1188;76.000;49;57;57;71;82.000;5;30
266.400;632;76.000;49;57;57;71;82.000;5;30
266.440;632;76.000;49;56;56;70;82.000;5;30
266.480;632;76.000;49;56;56;70;82.000;5;30
266.520;632;76.000;50;57;57;71;82.000;5;30
266.560;416;76.000;50;57;57;71;82.000;5;30
266.600;416;76.000;50;57;57;71;82.000;5;30
266.640;416;76.000;50;58;58;73;82.000;5;30
266.680;416;76.000;50;58;58;73;82.000;5;30
266.720;422;76.000;50;58;58;73;82.000;5;30
266.760;422;76.000;50;58;58;73;82.000;5;30
266.800;644;76.000;50;58;58;73;82.000;5;30
266.840;644;76.000;50;58;58;73;82.000;5;30
266.880;644;76.000;50;58;58;73;82.000;5;30
266.920;612;76.000;50;58;58;73;82.000;5;30
266.960;612;76.000;50;58;58;73;82.000;5;30
267.000;612;76.000;50;58;58;73;82.000;5;30
267.040;612;76.000;50;58;58;73;82.000;5;30
267.080;612;76.000;50;58;58;73;82.000;5;30
267.120;612;76.000;50;58;58;73;82.000;5;30
267.160;612;76.000;50;58;58;73;82.000;5;30
267.200;612;76.000;50;58;58;73;82.000;5;30
267.240;0;76.000;50;58;58;73;82.000;5;30
267.280;0;76.000;50;58;58;73;82.000;5;30
267.320;0;76.000;50;58;58;73;82.000;5;30
267.360;0;76.000;50;58;58;73;82.000;5;30
267.400;0;76.000;50;58;58;73;82.000;5;30
267.440;0;76.000;50;50;50;62;82.000;5;30
267.480;0;76.000;50;50;50;62;82.000;5;56
267.520;0;76.000;49;55;55;68;82.000;5;56
267.560;0;76.000;49;55;55;68;82.000;5;56
267.600;0;76.000;49;55;55;68;82.000;5;56
267.640;256;76.000;49;55;55;69;82.000;5;56
267.680;256;76.000;49;55;55;69;82.000;5;8
267.720;256;76.000;49;55;55;69;82.000;5;8
267.760;256;76.000;49;55;55;69;82.000;5;8
267.800;355;76.000;49;55;55;69;82.000;5;8
267.840;355;76.000;49;55;55;69;82.000;5;8
267.880;355;76.000;49;55;55;69;82.000;5;55
267.920;601;76.000;49;56;56;70;82.000;5;55
267.960;601;76.000;49;56;56;70;82.000;5;55
268.000;601;76.000;49;56;56;70;82.000;5;55
268.040;526;76.000;49;56;56;70;82.000;5;55
268.080;1236;76.000;49;56;56;70;82.000;5;83
268.120;1637;76.000;49;57;57;70;82.000;5;83
268.160;2229;76.000;49;57;57;70;82.000;5;83
268.200;2305;76.000;49;57;57;70;82.000;5;83
268.240;2332;76.000;49;57;57;71;82.000;5;83
268.280;2358;76.000;49;57;57;71;82.000;0;81
268.320;2446;76.000;50;57;57;71;82.000;0;81
268.360;2753;76.000;50;57;57;71;82.000;7;97
268.400;3030;76.000;50;57;57;71;82.000;7;97
268.440;3132;76.000;50;58;58;72;82.000;7;97
268.480;3297;76.000;50;58;58;72;82.000;23;109
268.520;3283;76.000;50;58;58;72;82.000;23;109
268.560;3423;76.000;50;58;58;72;82.000;33;59
268.600;3771;76.000;50;58;58;72;82.000;33;59
268.640;4005;76.000;50;58;58;72;82.000;33;59
268.680;4170;76.000;50;58;58;72;82.000;41;34
268.720;4330;76.000;50;58;58;72;82.000;41;34
268.760;4573;76.000;50;58;58;72;82.000;41;34
268.800;4667;76.000;50;58;58;72;82.000;51;156
268.840;4697;76.000;50;58;58;72;82.000;51;156
268.880;4724;76.000;50;58;58;72;82.000;57;19
268.920;4626;76.000;50;58;58;72;82.000;57;19
268.960;4477;76.000;50;58;58;72;82.000;57;19
269.000;4327;76.000;50;58;58;72;82.000;61;22
269.040;4204;76.000;50;58;58;72;82.000;61;22
269.080;4037;76.000;50;58;58;72;82.000;57;22
269.120;3862;76.000;50;58;58;72;82.000;57;22
269.160;3711;76.000;50;58;58;72;82.000;57;22
269.200;3575;76.000;50;58;58;72;82.000;51;17
269.240;3406;76.000;50;58;58;72;82.000;51;17
269.280;3321;76.000;50;58;58;72;82.000;49;28
269.320;3220;76.000;51;58;58;72;82.000;49;28
269.360;3075;76.000;51;58;58;72;82.000;49;28
269.400;3075;76.000;51;58;58;72;82.000;44;25
269.440;2881;76.000;51;58;58;72;82.000;44;25
269.480;2804;76.000;51;58;58;72;82.000;40;47
269.520;2777;76.000;51;58;58;72;82.000;40;47
269.560;2782;76.000;51;58;58;72;82.000;40;47
269.600;2689;76.000;51;58;58;72;82.000;38;18
269.640;2694;76.000;51;58;58;71;82.000;38;18
269.680;2670;76.000;51;58;58;71;82.000;34;87
269.720;2717;76.000;51;58;58;71;82.000;34;87
269.760;2651;76.000;51;58;58;71;82.000;34;87
269.800;2626;76.000;51;58;58;71;82.000;32;87
269.840;2521;76.000;51;58;58;71;82.000;32;87
269.880;2614;76.000;51;58;58;71;82.000;33;87
269.920;2507;76.000;51;58;58;71;82.000;33;87
269.960;2580;76.000;51;58;58;71;82.000;33;87
270.000;2539;76.000;51;58;58;71;82.000;30;42
270.040;2539;76.000;51;58;58;71;82.000;30;42
270.080;2601;76.000;51;58;58;71;82.000;30;87
270.120;2861;76.000;51;58;58;71;82.000;30;87
270.160;2882;76.000;51;58;58;71;82.000;30;87
270.200;3011;76.000;51;58;58;71;82.000;30;96
270.240;3112;76.000;51;58;58;71;82.000;30;96
270.280;3170;76.000;51;58;58;71;82.000;33;52
270.320;3175;76.000;51;58;58;71;82.000;33;52
270.360;3262;76.000;51;58;58;71;82.000;33;52
270.400;3580;76.000;51;58;58;71;82.000;38;117
270.440;3743;76.000;51;58;58;71;82.000;38;117
270.480;4277;76.000;51;58;58;71;82.000;40;149
270.520;5017;76.000;51;58;58;71;82.000;40;149
270.560;5349;76.000;52;58;58;71;82.000;40;149
270.600;5182;76.000;52;58;58;71;82.000;52;15
270.640;4816;76.000;52;58;59;71;82.000;52;15
270.680;4455;76.000;52;58;59;71;82.000;52;15
270.720;4686;76.000;52;58;59;71;82.000;66;53
270.760;5103;76.000;52;58;59;71;82.000;66;53
270.800;5467;76.000;52;58;59;71;82.000;60;24
270.840;5492;76.000;52;58;59;71;82.000;60;24
270.880;5142;76.000;52;58;59;71;82.000;60;24
270.920;4769;76.000;52;58;59;71;82.000;67;57
270.960;4376;76.000;52;58;59;71;82.000;67;57
271.000;3965;76.000;52;58;59;71;82.000;66;140
271.040;3678;76.000;52;58;59;71;82.000;66;140
271.080;3206;76.000;52;58;59;71;82.000;66;140
271.120;3034;76.000;52;58;59;71;82.000;54;106
271.160;2684;76.000;52;58;59;71;82.000;54;106
271.200;2414;76.000;52;58;59;71;82.000;44;81
271.240;2418;76.000;52;58;59;71;82.000;44;81
271.280;2384;76.000;52;58;59;71;82.000;44;81
271.320;2467;76.000;52;58;59;71;82.000;36;39
271.360;2456;76.000;52;58;59;71;82.000;36;39
271.400;2414;76.000;52;58;59;71;82.000;33;81
271.440;2496;76.000;52;58;59;71;82.000;33;81
271.480;2450;76.000;52;58;59;71;82.000;33;81
271.520;2481;76.000;52;58;59;71;82.000;30;82
271.560;2466;76.000;52;58;59;71;82.000;30;82
271.600;2498;76.000;52;58;59;71;82.000;30;82
271.640;2535;76.000;52;58;59;71;82.000;30;82
271.680;2611;76.000;52;58;59;71;82.000;30;82
271.720;2562;76.000;52;58;59;71;82.000;30;85
271.760;2548;76.000;52;58;59;71;82.000;30;85
271.800;2512;76.000;52;58;59;71;82.000;30;83
271.840;2490;76.000;52;58;60;71;82.000;30;83
271.880;2478;76.000;52;58;60;71;82.000;30;83
271.920;2466;76.000;52;58;60;71;82.000;30;84
271.960;2464;76.000;52;58;60;71;82.000;30;84
272.000;2421;76.000;52;58;60;71;82.000;30;20
272.040;2414;76.000;52;58;60;71;82.000;30;20
272.080;2367;75.000;52;58;60;71;82.000;30;20
272.120;2412;75.000;52;58;60;71;82.000;30;19
272.160;2378;75.000;52;58;60;71;82.000;30;19
272.200;2322;75.000;52;58;60;71;82.000;30;76
272.240;2288;75.000;52;58;60;71;82.000;30;76
272.280;2231;75.000;52;58;60;71;82.000;30;76
272.320;2313;75.000;52;58;60;71;82.000;28;18
272.360;2300;75.000;52;57;59;70;82.000;28;18
272.400;2269;75.000;52;57;59;70;82.000;27;39
272.440;2380;75.000;52;58;59;70;82.000;27;39
272.480;2331;75.000;52;58;59;70;82.000;27;39
272.520;2292;75.000;52;58;59;70;82.000;27;76
272.560;2282;75.000;53;58;60;70;82.000;27;76
272.600;2321;75.000;53;58;60;70;82.000;26;38
272.640;2357;75.000;53;58;60;70;82.000;26;38
272.680;2415;75.000;53;58;60;70;82.000;26;38
272.720;2441;75.000;53;58;60;70;82.000;26;82
272.760;2401;75.000;53;58;60;70;82.000;26;82
272.800;2351;75.000;53;58;60;70;82.000;26;82
272.840;2378;75.000;53;58;60;70;82.000;27;80
272.880;2395;75.000;53;58;60;70;82.000;27;80
272.920;2296;75.000;53;58;60;70;82.000;27;76
272.960;2335;74.000;52;58;60;70;82.000;27;76
273.000;2270;74.000;52;58;60;70;82.000;27;76
273.040;2305;74.000;53;58;60;70;82.000;27;36
273.080;2352;74.000;53;58;60;70;82.000;27;36
273.120;2214;74.000;53;58;60;70;82.000;28;25
273.160;2307;74.000;52;58;60;70;82.000;28;25
273.200;2246;74.000;52;58;60;70;82.000;28;25
273.240;2303;74.000;53;58;61;70;82.000;27;75
273.280;2280;74.000;53;58;61;70;82.000;27;75
273.320;2278;74.000;53;58;61;70;82.000;27;37
273.360;2234;74.000;53;58;61;70;82.000;27;37
273.400;2281;74.000;53;58;61;70;82.000;27;37
273.440;2199;74.000;53;58;61;70;82.000;27;37
273.480;2254;74.000;53;58;61;70;82.000;27;37
273.520;2270;74.000;53;58;61;70;82.000;27;25
273.560;2235;74.000;53;58;61;70;82.000;27;25
273.600;2258;74.000;53;58;61;70;82.000;27;25
273.640;2266;74.000;53;58;61;70;82.000;26;75
273.680;2299;74.000;53;58;61;70;82.000;26;75
273.720;2199;74.000;53;58;61;70;82.000;26;74
273.760;2302;74.000;53;58;61;70;82.000;26;74
273.800;2305;74.000;53;58;61;70;82.000;26;74
273.840;2282;74.000;53;58;61;70;82.000;24;76
273.880;2206;73.000;53;58;61;70;82.000;24;76
273.920;2233;73.000;53;58;61;70;82.000;25;74
273.960;2229;73.000;53;58;61;70;82.000;25;74
274.000;2182;73.000;53;58;61;70;82.000;25;74
274.040;2149;73.000;53;58;61;70;82.000;25;72
274.080;2223;73.000;53;58;61;70;82.000;25;72
274.120;2304;73.000;53;58;61;70;82.000;26;76
274.160;2192;73.000;53;58;61;70;82.000;26;76
274.200;2146;73.000;53;58;61;70;82.000;26;76
274.240;2248;73.000;53;58;61;70;82.000;26;71
274.280;2222;73.000;53;58;61;70;82.000;26;71
274.320;2147;73.000;53;58;61;70;82.000;25;75
274.360;2218;73.000;53;58;61;70;82.000;25;75
274.400;2165;73.000;53;58;61;70;82.000;25;75
274.440;2235;73.000;53;58;61;70;82.000;25;74
274.480;2246;73.000;53;58;61;70;82.000;25;74
274.520;2123;73.000;53;58;61;70;82.000;26;72
274.560;2145;73.000;53;58;61;70;82.000;26;72
274.600;2210;73.000;53;58;61;70;82.000;26;72
274.640;2124;73.000;53;58;62;70;82.000;25;74
274.680;2183;73.000;53;58;62;70;82.000;25;74
274.720;2153;73.000;53;58;62;70;82.000;25;74
274.760;2129;73.000;53;58;62;70;82.000;25;74
274.800;2192;73.000;53;58;62;70;82.000;25;74
274.840;2163;72.000;53;58;62;70;82.000;25;69
274.880;2126;72.000;53;58;62;70;82.000;25;69
274.920;2129;72.000;53;58;62;70;82.000;25;69
274.960;2161;72.000;53;58;62;70;82.000;25;36
275.000;2153;72.000;53;58;62;70;82.000;25;36
275.040;2164;72.000;53;58;62;70;82.000;24;74
275.080;2132;72.000;53;58;62;70;82.000;24;74
275.120;2273;72.000;53;58;62;70;82.000;24;74
275.160;2273;72.000;53;58;62;70;82.000;25;76
275.200;2283;72.000;53;58;62;70;82.000;25;76
275.240;2259;72.000;53;58;62;70;83.000;25;37
275.280;2315;72.000;53;58;62;70;82.000;25;37
275.320;2314;72.000;53;58;62;70;82.000;25;37
275.360;2294;72.000;53;58;62;70;82.000;24;78
275.400;2306;72.000;53;58;62;70;82.000;24;78
275.440;2322;72.000;53;58;62;70;83.000;25;76
275.480;2306;72.000;53;58;62;70;82.000;25;76
275.520;2318;72.000;53;58;62;70;82.000;25;76
275.560;2264;72.000;53;58;62;70;83.000;26;39
275.600;2229;72.000;53;58;62;70;82.000;26;39
275.640;2230;72.000;53;58;62;70;82.000;27;24
275.680;2173;72.000;53;58;62;70;83.000;27;24
275.720;2164;72.000;53;58;62;70;83.000;27;24
275.760;2145;72.000;53;58;62;70;83.000;27;23
275.800;2092;72.000;53;58;62;70;82.000;27;23
275.840;2056;72.000;54;58;62;70;82.000;26;22
275.880;2037;72.000;54;58;62;70;83.000;26;22
275.920;2008;72.000;54;58;62;70;82.000;26;22
275.960;2070;72.000;54;58;62;70;82.000;25;68
276.000;1966;72.000;54;58;62;70;83.000;25;68
276.040;1977;72.000;53;58;62;70;82.000;23;32
276.080;1964;72.000;53;58;62;70;83.000;23;32
276.120;1897;72.000;53;58;62;70;83.000;23;32
276.160;1917;72.000;54;58;62;70;83.000;22;65
276.200;1917;72.000;54;58;62;70;83.000;22;65
276.240;1940;72.000;54;58;62;70;82.000;23;63
276.280;2018;72.000;54;58;62;70;83.000;23;63
276.320;2067;72.000;54;58;62;70;83.000;23;63
276.360;2140;71.000;54;58;63;70;83.000;22;71
276.400;2139;71.000;54;58;63;70;83.000;22;71
276.440;2126;71.000;54;58;63;70;82.000;23;23
276.480;2170;71.000;54;58;63;70;83.000;23;23
276.520;2147;71.000;54;58;63;70;83.000;23;23
276.560;2334;71.000;54;58;63;70;83.000;23;18
276.600;2335;71.000;54;58;63;70;83.000;23;18
276.640;2343;71.000;54;58;63;71;83.000;24;81
276.680;2435;71.000;54;58;63;71;82.000;24;81
276.720;2318;71.000;54;58;63;71;82.000;24;81
276.760;2477;71.000;54;58;63;71;83.000;25;83
276.800;2410;71.000;54;58;63;71;83.000;25;83
276.840;2497;71.000;54;58;63;70;83.000;25;83
276.880;2486;71.000;54;58;63;70;83.000;27;84
276.920;2385;71.000;54;58;63;70;83.000;27;84
276.960;2368;71.000;54;58;63;70;83.000;27;13
277.000;2374;71.000;54;58;63;70;83.000;27;13
277.040;2305;71.000;54;58;63;70;83.000;27;13
277.080;2267;71.000;54;58;63;70;82.000;27;38
277.120;2199;71.000;54;58;63;70;83.000;27;38
277.160;2254;71.000;54;58;63;70;83.000;28;37
277.200;2138;71.000;54;58;63;70;83.000;28;37
277.240;2093;71.000;54;58;63;71;83.000;28;37
277.280;2085;71.000;54;58;63;71;83.000;27;69
277.320;1997;71.000;54;58;63;71;83.000;27;69
277.360;1999;71.000;55;58;63;70;83.000;26;16
277.400;1980;71.000;55;58;63;70;83.000;26;16
277.440;1925;71.000;54;58;63;70;83.000;26;16
277.480;1926;71.000;54;58;63;70;83.000;23;66
277.520;1911;71.000;54;58;63;70;83.000;23;66
277.560;1972;71.000;55;58;63;70;83.000;22;34
277.600;1970;71.000;55;58;63;70;83.000;22;34
277.640;2019;71.000;55;58;63;70;83.000;22;34
277.680;2041;71.000;55;58;63;70;83.000;23;22
277.720;2124;71.000;55;58;63;70;83.000;23;22
277.760;2154;71.000;55;58;63;71;83.000;23;73
277.800;2250;71.000;55;58;63;71;83.000;23;73
277.840;2215;71.000;55;58;63;71;83.000;23;73
277.880;2264;71.000;55;58;63;71;83.000;24;37
277.920;2262;71.000;55;58;63;71;83.000;24;37
277.960;2269;71.000;55;58;63;70;83.000;23;75
278.000;2297;71.000;55;58;63;70;83.000;23;75
278.040;2217;71.000;55;58;63;70;83.000;23;75
278.080;2332;71.000;55;58;63;70;83.000;25;79
278.120;2251;71.000;55;58;63;70;83.000;25;79
278.160;2227;71.000;55;58;63;70;83.000;26;74
278.200;2322;71.000;55;58;63;70;83.000;26;74
278.240;2352;71.000;55;58;64;71;83.000;26;74
278.280;2305;70.000;55;58;64;71;83.000;26;74
278.320;2347;71.000;55;58;64;71;83.000;26;74
278.360;2231;71.000;56;58;64;70;83.000;27;78
278.400;2270;70.000;56;58;64;70;83.000;27;78
278.440;2295;70.000;55;58;64;70;83.000;27;78
278.480;2220;70.000;55;58;64;70;83.000;27;76
278.520;2293;70.000;55;58;64;70;83.000;27;76
278.560;2227;70.000;55;58;64;71;83.000;27;24
278.600;2187;70.000;55;58;64;71;83.000;27;24
278.640;2215;70.000;55;58;64;71;83.000;27;24
278.680;2083;70.000;55;58;64;71;83.000;26;18
278.720;2099;70.000;55;58;64;71;83.000;26;18
278.760;2095;70.000;55;58;64;70;83.000;26;18
278.800;1934;70.000;55;58;64;70;83.000;25;17
278.840;1948;70.000;56;58;64;70;83.000;25;17
278.880;1915;70.000;56;58;64;70;83.000;23;61
278.920;1834;70.000;56;58;64;70;83.000;23;61
278.960;1993;70.000;56;58;64;70;83.000;23;61
279.000;1971;70.000;56;58;64;70;83.000;23;64
279.040;1913;70.000;56;58;64;71;83.000;23;64
279.080;2022;70.000;56;58;64;71;83.000;23;63
279.120;2077;70.000;56;58;64;71;83.000;23;63
279.160;1990;70.000;56;58;64;70;83.000;23;63
279.200;2258;70.000;56;58;64;70;83.000;22;73
279.240;2269;70.000;56;58;64;70;83.000;22;73
279.280;2279;70.000;56;58;64;70;83.000;22;77
279.320;2331;70.000;56;58;64;70;83.000;22;77
279.360;2431;70.000;56;58;64;71;83.000;22;77
279.400;2455;70.000;56;58;64;71;83.000;23;81
279.440;2439;70.000;56;58;64;71;83.000;23;81
279.480;2467;70.000;56;58;64;71;83.000;26;81
279.520;2435;70.000;56;58;64;71;83.000;26;81
279.560;2492;70.000;56;58;64;71;83.000;26;81
279.600;2449;70.000;56;58;64;71;83.000;28;81
279.640;2411;70.000;56;58;64;71;83.000;28;81
279.680;2373;70.000;56;58;64;71;83.000;28;26
279.720;2308;70.000;56;58;64;71;83.000;28;26
279.760;2382;70.000;56;58;64;71;83.000;28;26
279.800;2250;70.000;56;58;64;71;83.000;28;24
279.840;2182;70.000;56;58;64;71;83.000;28;24
279.880;2182;70.000;56;58;64;71;83.000;29;14
279.920;2183;70.000;56;58;64;71;83.000;29;14
279.960;2093;70.000;57;58;64;70;83.000;29;14
280.000;2112;70.000;57;58;64;70;83.000;28;34
280.040;1913;70.000;57;58;64;70;83.000;28;34
280.080;1812;70.000;56;58;64;70;83.000;25;34
280.120;1846;70.000;56;58;64;70;83.000;25;34
280.160;1823;70.000;56;58;64;70;83.000;25;34
280.200;1745;70.000;56;58;64;70;83.000;23;58
280.240;1763;70.000;56;58;64;70;83.000;23;58
280.280;1677;70.000;56;58;64;71;83.000;21;57
280.320;1698;70.000;56;58;64;71;83.000;21;57
280.360;1739;70.000;56;58;64;71;83.000;21;57
280.400;1799;70.000;56;58;64;71;83.000;21;59
280.440;1794;70.000;56;58;64;71;83.000;21;59
280.480;1856;70.000;57;58;64;71;83.000;20;62
280.520;1977;70.000;57;58;64;71;83.000;20;62
280.560;1985;70.000;56;58;64;70;83.000;20;62
280.600;2110;70.000;56;58;64;70;83.000;19;67
280.640;2277;70.000;56;58;64;70;83.000;19;67
280.680;2331;70.000;56;58;64;70;83.000;21;77
280.720;2371;70.000;56;58;64;70;83.000;21;77
280.760;2541;70.000;56;58;64;71;83.000;21;77
280.800;2564;70.000;56;58;64;71;83.000;23;20
280.840;2615;70.000;56;58;64;71;83.000;23;20
280.880;2609;70.000;56;58;64;71;83.000;23;20
280.920;2525;70.000;56;58;64;71;83.000;26;29
280.960;2511;70.000;56;58;64;71;83.000;26;29
281.000;2450;70.000;56;58;64;71;83.000;29;83
281.040;2459;70.000;56;58;64;71;83.000;29;83
281.080;2402;70.000;56;58;64;71;83.000;29;83
281.120;2362;70.000;56;58;64;71;83.000;30;80
281.160;2307;70.000;57;58;65;70;83.000;30;80
281.200;2305;70.000;57;58;65;70;83.000;29;76
281.240;2289;70.000;57;58;65;70;83.000;29;76
281.280;2183;69.000;57;58;65;71;83.000;29;76
281.320;2153;70.000;57;58;65;71;83.000;28;24
281.360;2126;69.000;57;58;65;71;83.000;28;24
281.400;1947;69.000;57;58;65;71;83.000;27;24
281.440;1889;69.000;57;58;65;71;83.000;27;24
281.480;1953;69.000;57;58;65;71;83.000;27;24
281.520;1840;69.000;57;58;65;71;83.000;26;60
281.560;1795;69.000;57;58;65;71;83.000;26;60
281.600;1715;69.000;57;58;65;71;83.000;23;58
281.640;1626;69.000;57;58;65;71;83.000;23;58
281.680;1826;69.000;56;58;65;71;83.000;23;58
281.720;1737;69.000;56;58;65;71;83.000;23;60
281.760;1715;69.000;57;58;65;71;83.000;23;60
281.800;1811;69.000;57;58;65;71;83.000;21;151
281.840;1826;69.000;57;58;65;71;83.000;21;151
281.880;1942;69.000;57;58;65;71;83.000;21;151
281.920;2002;69.000;57;58;65;71;83.000;20;67
281.960;2042;69.000;57;58;65;71;83.000;20;67
282.000;2206;69.000;57;58;65;71;83.000;21;76
282.040;2309;69.000;57;58;65;71;83.000;21;76
282.080;2382;69.000;56;58;65;71;83.000;21;76
282.120;2586;69.000;56;58;65;71;83.000;23;78
282.160;3526;69.000;56;58;65;71;83.000;23;78
282.200;5122;69.000;56;58;65;71;83.000;33;178
282.240;5557;69.000;56;58;65;71;83.000;33;178
282.280;5633;69.000;57;58;65;71;83.000;33;178
282.320;5221;69.000;57;58;65;71;83.000;51;31
282.360;5394;69.000;57;58;65;71;83.000;51;31
282.400;5534;69.000;57;58;65;71;83.000;68;181
282.440;6035;69.000;57;58;65;71;83.000;68;181
282.480;6600;69.000;56;58;65;71;83.000;68;181
282.520;7227;69.000;56;58;65;71;83.000;74;30
282.560;8361;69.000;56;58;65;71;83.000;74;30
282.600;8655;69.000;56;58;65;71;83.000;98;77
282.640;8123;69.000;56;58;65;71;83.000;98;77
282.680;7571;69.000;56;58;65;70;83.000;98;77
282.720;7004;69.000;56;58;65;70;83.000;117;5
282.760;6574;69.000;57;58;65;71;83.000;117;5
282.800;6294;69.000;57;58;65;71;83.000;117;5
282.840;6139;69.000;57;58;65;71;83.000;100;56
282.880;6074;69.000;56;58;65;71;83.000;100;56
282.920;6259;69.000;56;58;65;71;83.000;88;6
282.960;6482;69.000;57;58;65;71;83.000;88;6
283.000;6798;69.000;57;58;65;71;83.000;88;6
283.040;7065;69.000;57;58;65;71;83.000;89;6
283.080;7505;69.000;57;58;65;71;83.000;89;6
283.120;7890;69.000;57;58;65;71;83.000;102;28
283.160;8143;69.000;57;58;65;71;83.000;102;28
283.200;8248;69.000;57;58;65;71;83.000;102;28
283.240;8216;69.000;57;58;65;71;83.000;113;28
283.280;8194;69.000;56;58;65;71;83.000;113;28
283.320;8196;69.000;56;58;65;71;83.000;120;28
283.360;8158;69.000;56;58;65;71;83.000;120;28
283.400;8143;69.000;56;58;65;71;83.000;120;28
283.440;8092;69.000;56;58;65;71;83.000;113;28
283.480;8004;69.000;56;58;65;71;83.000;113;28
283.520;7903;69.000;56;58;65;71;83.000;112;28
283.560;7792;69.000;56;58;65;71;83.000;112;28
283.600;7676;69.000;56;58;65;71;83.000;112;28
283.640;7573;69.000;56;58;65;71;83.000;112;28
283.680;7494;69.000;56;58;65;71;83.000;112;28
283.720;7418;69.000;56;58;65;71;83.000;111;28
283.760;7522;69.000;56;58;65;71;83.000;111;28
283.800;7880;69.000;56;58;65;71;83.000;111;28
283.840;8210;69.000;56;58;65;71;83.000;107;28
283.880;8457;69.000;56;58;65;71;83.000;107;28
283.920;8573;69.000;56;58;65;71;83.000;113;28
283.960;8720;69.000;56;58;65;71;83.000;113;28
284.000;8833;69.000;56;58;65;71;83.000;113;28
284.040;8841;69.000;56;58;65;71;83.000;126;1
284.080;8873;69.000;56;59;65;70;83.000;126;1
284.120;8917;69.000;56;59;65;70;83.000;128;1
284.160;8888;69.000;56;59;65;71;83.000;128;1
284.200;8846;69.000;56;59;65;71;83.000;128;1
284.240;8891;69.000;56;59;65;71;83.000;128;3
284.280;8865;69.000;56;59;65;71;83.000;128;3
284.320;8800;69.000;56;59;65;71;83.000;126;47
284.360;8741;69.000;56;59;65;71;83.000;126;47
284.400;8800;69.000;56;59;65;71;83.000;126;47
284.440;8836;69.000;56;59;65;71;83.000;129;75
284.480;9000;69.000;56;59;65;71;83.000;129;75
284.520;9305;69.000;56;59;65;71;83.000;128;38
284.560;9718;69.000;56;59;65;71;83.000;128;38
284.600;10067;69.000;56;59;65;71;83.000;128;38
284.640;10442;69.000;56;59;65;71;83.000;136;23
284.680;10806;69.000;56;59;65;71;83.000;136;23
284.720;11160;69.000;56;59;65;71;83.000;156;160
284.760;11560;69.000;56;59;65;71;83.000;156;160
284.800;11956;69.000;56;59;65;71;83.000;156;160
284.840;12417;69.000;56;59;65;71;83.000;169;80
284.880;12744;69.000;56;59;65;71;83.000;169;80
284.920;13106;69.000;56;59;65;71;83.000;169;80
284.960;13280;69.000;56;59;65;70;83.000;188;208
